text,label
"Jest to dobra i wytrzymała obudowa . Na plus przemawia niezłe odprowadzanie ciepła , wytrzymała konstrukcja , solidne wykonanie i atrakcyjny wygląd . Obudowa ma niestety również wady - jest niestabilna w przypadku niektórych starszych komputerów - przyczyną są dość duże wymagania prądowe jeśli chodzi o port USB . Drugą widoczną wadą jest fakt , że dysk po zamontowaniu nie jest sztywny ( można wyczuć wyraźne poruszanie się w obudowie przy drganiach ) co nie wpływa dobrze ani na wydajność ani na wytrzymałość dysku ( biorąc jednak pod uwagę że każdy dysk należy traktować delikatnie można tę wadę pominąć ) . Mimo wszystko polecam tę obudowę .",Neutral
"Niestety lodówka nie jest pakowna . Kupiła m ja w miejsce identycznej pod względem pojemności lodówki Whirlpool . W Damsingu nie ma miejsca na duży 5 litrowy garnek , nie zmieści się nawet duży 2 l dzbanek z sokiem . Tylko 6 otworów na jajka , a wieczko które się otwiera żeby włożyć jajka - opada , nie zatrzymuje się w górze , nie ma opcji zatrzymania podniesionrgo do góry . Dozownik wody też porażka - zdarza sie ze kapie po calej lofowce na podłogę jesli nieumiejętnie przystawki się szklankę . Plus za cicha pracę i designe .",Negative
"Bazyl , nasz dwuletni buldog francuski – jest ulubieńcem całej naszej rodzinki . Borykamy się jednak z alergią , dlatego szczególną uwagę zwracamy na karmę którą dla niego wybieramy . Testowali śmy już wiele różnych karm , od weterynaryjnych , po gotowane mięso , często z różnym skutkiem . Sporym problemem były także częste i niespodziewane gazy K",Neutral
"* * * * * jakich mało za tę cenę to jakieś ewidentne żarty . Oddał em jedną kamerę na gwarancji bo nie nagrywała filmów akurat tych co mi byly potrzebne . 1 wyskoczyła mi sarna nie ma filmu , 2 . wyskoczył mi lis nie ma filmu Wszystkie sytuacje obeszły się szczęśliwie ale gdyby coś poszło nie tak potrzebował by m filmu żeby chociaż udowodnić moją racje ubezpieczycielowi . Oddał em kamerę i ona zaginęła niby gdzies u producenta i przydzielono mi nową ( po 2 miesiącach w media expert ) I dziś znów sytuacja wyskakuje mi dzik na trasie przed maske hamuje na śliskim znow wszystko szczęśliwie . I co wracam do domu wrzucam karte do kompa i co widze ? widze ze pol dnia moja kamera nie nagrywała gdzie cały dzień była podłączona ! ! Jakies ku * wa zarty ! Za tę cenę spokojnie mozna kupic cos 1000 razy lepszego !",Negative
"Niestety w moich testach wypadł strasznie marnie . Prędkość zapisu dużego pojedynczego pliku na USB 2 . 0 to 5MB / s i nie chce być szybciej . Obojętne czy NTFS czy FAT32 . Kupił em 2 egzemplarze i na każdym taka żenada . Wstyd dla Patriota . Dane podane przez producenta są wyssane z palca ( rozumiem że to dane z USB 3 . 0 , ale na USB 2 . 0 powinno być duuuużo lepiej ) . Plus taki , że jak wieczorem pójdę do koleżanki zgrać 2 filmy w FullHD , muszę u niej zostać na śniadanie , żeby doczekać się końca kopiowania . Powinien em domagać się od producenta zwrotu pieniędzy .",Negative
"Miała m ten robot od pazdziernika 2013 do dzis . Po 3 reklamacji dostalam dzis pieniadze . Wszystko ok . No moze glosny przy pracy , ale spoko , da sie zniesc . Za to wszystko oparte na plastikowych czesciach . U mnie siadalo na sokowirowce . Poza tym po co mi sokowirowka , do ktorej trzeba wszyskto obrac i podzielic na czatki okol 5 cm ? Ale wracajac . . . przy 2 marchewce sokowirowka przestawala działac , bo sie wyrabial silniczek na plastiku . Naprawa 2 3 tyg . I znow to samo . Wymiana na nowa sokowirowke i znow to samo.za 3 razem probowali mi dac nowy robot . Wolalam gotowke , bo w koncu to nadal plastikwoe podzespoly . Szkoda . . . szukam czegos solidniejszego .",Negative
"Podobnie jak większość zawiodła m się na tej kosiarce . Wydawało się , że firmowa kosiarka będzie służyć dłużej . . . Od samego początku była bardzo delikatna , dobra tylko do drobnej trawki na idealnie równym terenie . Koszenie na lekkich nierównościach zakończyło się powyginanym nożem . Nóż po roku wymieniony na nowy , bo nie dało się go naostrzyć . Długo jednak nim się nie cieszyła m , silnik zaczął dziwnie pracować . . . aż w końcu przestał . Powiem szczerze , że dużo lepiej sprawowała się moja pierwsza najtańsza kosiarka no name . Z nożem nic się nie działo na górkach i dołkach , silnik nie do zajeżdżenia . Gdyby nie to , że uszkodziły się kółka , to dalej by pracowała . Zawiodła m się na Gardenie .",Negative
"Mylący tytuł który sugeruje że mamy do czynienia z dziełem Smitha , w rzeczywistości w książce zawarte są tylko fragmenty Bogactwa Narodów oraz Teorii Uczuć Moralnych , które okraszone są niestety bardzo kiepskim komentarzem jak się okazuje AUTORA KSIĄŻKI którym NIE JEST ADAM SMITH ! Autor sprawia wrażenie jakby ktoś kazał mu napisać tą książkę , momentami odczuwa się wręcz jego niechęć do Smitha i dezaprobatę względem jego dzieła . Ogólnie to streszczenie / recenzję - bo nazwanie tego książką było by sporą przesadą , ciężko się czyta . Jedyne co sprawia że ocena wynosi ponad 1 to że pojawiają się dokładne cytaty .",Negative
"uważam że pisanie opinii o czymś co jest rewelacyjne nie do końca ma sens , więc chciała by m napisać o wadzie tej zmywarki . Mam BOSCHA po raz pierwszy i przyznam że daleko mu do Whirpoola którego mialam wczesniej . Przede wszystkim brakuje kontrolki że zakończyło się mycie . Jeżeli jestem poza domem i nie usłyszała m końcowego sygnału to nie wiadomo że mycie jest już skończone . Tak samo nie wiadomo jaki jest etap . Czasem zdarza jej się nie wypluć tabletki i garniki są brudne . no i niestety w porównaniu z Whirpoolem przegrywa w kategorii ciasno ułożone garnki whirpool radził sobie świetnie , najwyraźniej miał lepsze ciśnienie wody . U Boscha to mocno kuleje . Chcąc upchać na maxa - muszę domywać ręcznie . Prowadnice na dole nie są precyzyjne wykonane i kosz dolny po całkowitym wysunieciu zawsze spada . To w Whirpoolu nie miało miejsca bo prowadnice miały kontuynuacje na drzwiczkach .",Negative
"Najpierw + dostajemy produkt z najwyższej półki , pięknie zapakowany . Mysz jest wygodna , działa ( jak już działa ) precyzyjnie . To tyle z + . . . teraz - nigdy więcej sprzętu dla graczy RAZERA . Przereklamowane - to pierwsze to narzuca mi się na myśl . Absurdalna cena jak za taki sprzęt . Gumki pod kciukiem odpadły po trzech miesiącach . Scroll miał problem z działaniem już po miesiącu , sensor również choć korzystam z aluminiowej podkładki . Obydwie części musiałem czyścić . Najgorsze jednak jest oprogramowanie Razer Synapse , które zawiesza się za każdym razem kiedy je otwieramy lub kiedy odłączamy / podłączamy kabel do myszki ( przełączamy się z pracy przewodowej na bezprzewodową i na odwrót ) . Oprogramowanie posiada funkcje , które po prostu nie działają jak np . kalibracja powierzchni . Jak włączam funkcje , mysz na profesjonalnej podkładce nie działa , za to na drewnianym blacie już tak - niestety byle jak przerywając na nierównościach . Na szczęście kiedy już wszystko ustawimy - po drodze restartując poprzez alt + ctrl + del program albo i komputer i nie wyciągamy kabla całość działa . W skrócie , kupcie inną tańszą lepszą mysz od konkurencji .",Negative
"To był pierwszy krem do twarzy , którego używała m . Jest tani , wydajny i dobrze natłuszcza skórę , co jest ogromną zaletą szczególnie zimą . Poza tym , krem jest nijaki . Nie polecam używania go latem i w ciepłe dni . Skóra po nim bardzo się świeci i jest bardzo tłusta . Krem ma swój zapach , za którym nie przepadam . Dla mnie jest on zbyt ciężki i za mocny jak na krem do twarzy . Moim zdaniem jest odpowiedni dla osób starszych , którym zależy na ochronie skóry przed mrozem . Z tego co pamiętam , to nie nadawał się pod makijaż , ponieważ wyglądało to brzydko i nienaturalnie . Polecam na mrozy .",Neutral
"Bateria posiada jedynie ładny design . Wysokość baterii to ok 30 cm . , przeciętna głębokość zlewozmywaka to ok 20cm . Woda wypływając z baterii i spadając z wysokości 1 / 2 metra powoduje , iż chcąc opłukać talerz lub umyć ręce bierzemy również prysznic ! Zachlapane są szafki i wszystko w około . Zadzwoniła m do handlowca firmy Blanco i poprosiła m o radę , ale podał jedynie telefon do serwisanta , który kazał przykręcić ciśnienie wody . Poza tym próbował tłumaczyć iż baterie są przystosowane do zlewozmywaków BLANCO i gdyby m kupiła zlew Blanco nie było by problemu . Sitko w zlewie Blanco jest tak ustawione , iż jak nakierujemy na nie wylewkę baterii to woda się nie rozchlapuje . Ale kto używając zlewozmywaka myśli o tym aby skierować wylewkę zawsze w stronę sitka ? ? ? ? ? Chyba ten kto nic w kuchni nie robi ! ! Tak więc przestrzegam przed wszystkimi bateriami tego typu firmy Blanco i nie tylko . Porażka i totalny niewypał !",Negative
"Witam Długo się namyślał em przed zakupem przyzwoitego pistoletu i zdecydował em się na STEINELA 3002 . Porażka na całej lini pierwsza próba pracy zagrzewa , podał klej i przestał działać . Wysyłka na serwis . Po wymianie systemu grzejnego pistolet puszczał klej bokami , kapał z podajnika i po pięciu minutach ponownie przestał działać . Wysyłka na serwis . Jak do tej pory mam go od dwóch miesięcy a popracował 5 minut . Wydaje mi się że pistolet za 100 powinien wytrzymać dłużej . Koszty dostawy na serwis i odbiór zbliżają się do ceny zakupu . Nie polecam tego produktu . Zapomniał em serwis sam był zaskoczony jakością tworzyw i brakiem jakiś plomb ( prawdopodobnie zmieniono wykonawcę produktu na producenta z Rumuni ) Steinel to już nie te same narzędzia co kiedyś . Proponuję poważnie się zastanowić przed zakupem . Pozdrawiam",Negative
"Szczerze to nie wiem , czemu aż tak bardzo polecany jest w drogeriach , przecież to żadne wow , miała m rozstępy takie w początkowej fazie , a używając tego olejku widzę jeszcze więcej rozstępów , które są głębsze i brzydsze , czyli nie wyglądają przyzwoicie . Poszła m do dermatologa i przepisała mi maść , która pomału naprawia błędy oleju . Moim zdaniem straciła m tylko pieniądze . Jedyne co jest plusem to to , że olejek bardzo nawilża skórę więc osoba , która ma skórę suchą zdecydowanie z niego powinna być zadowolona .",Neutral
"Lodowka fajnie się prezentuje , pojemna , półki praktycznie rozplanowane , nieco za głośna ale idzie sie przyzwyczaić i wydaje troche inne dzwięki od tradyzyjnej lodówki ale . . . no własnie popsuła sie po 2 . 5 roku , więc jeśli ktoś nie chce wymieniać co 2 lata sprzetu to nie polecam , nie wiem może nam sie trafił jakiś feralny model ale w sklepie agd potwierdzili że firma beko się rozreklamowała i wraz ze wzrotem zainteresowania straciła na jakości . Lepiej wydać pare zł więcej i mieć spokój na parę lat .",Neutral
"Bohaterem filmu jest chłopiec , Stefek oraz jego siostra , Elka . Mieszkają z matką w małym miasteczku . Ich życie można określić , jako dziwne . Stefek codziennie obserwuje swojego ojca na stacji kolejowej . Ojca , który zostawił rodzinę i odszedł do innej kobiety . Chłopiec nie może się z tym pogodzić i zrozumieć , dlaczego . Stosuje różne sztuczki , aby wpłynąć na ojca i jego los . Gdy jego plan będzie już w pełni dopracowany „ zmusi ” ojca , aby „ odwiedził ” ich matkę . W międzyczasie Elka ma rozmowę o prace .",Neutral
"Spośród szlifierek METABO WQ1400W , Hitachi 1500W G13VA , SKILL 1200W to Dewalt okazal się być najlepszy . Choć mi pracuje się lepiej z METABO bo jest poręczniejsza , to pracownik woli DEWALTA , bo sie nie przegrzewa i jest zwyczajnie mocniejszy ( a to też 1400W ) Mam ją może z rok i już 3 raz wysyłam na serwis ( nadzwyczaj sprawnie i szybko działa ) Zaznaczyć trzeba żę pracuje duuużo i ciężko . Najczęściej z przystawką do satynowania a to są duże obciążenia . Polecam , jednak DEWALT i tak lekko przed . Hitachi nie dość , że zdecydowanie droższy to system regulacji obrotów przy obciążeniu świruje .",Neutral
"Użytkowany od 2 miesięcy , więc o awaryjności jeszcze nic nie powiem . Polecam do małej łazienki , dość fajna funkcja fresh matic , czyli spłuczkę możemy załadować środkiem zapachowo dezynfekcyjnym w kształcie niebieskiej kredki . Sam sposób aplikacji jest dość przekombinowany , ale działa : ) Do tego kupił em miskę Style , której do końca nie polecę . Mało praktyczna : podczas korzystania niestety trochę odbija od powierzchni miski . Winien jest profil miski . Przeprasza że tak dość obrazowo , ale konkretnie . Pozdrawiam . . .",Neutral
"Kupił em 15 żarówek po 17zł sztukę . W ciągu kilku tygodni od razu 3 sztuki zaczęły migać . Na szczęście zakupione były w lokalnym supermarkecie i dostał em zwrot gotówki ( 51zł ) od ręki w dniu reklamacji . Zawiodł em się na Philipsie ponieważ 20 % zawodności do za dużo jak na taką markę . Po około roku zaczęła migać kolejna żarówka , ale przy 1 reklamacji zostawił em paragon w sklepie więc mówi się trudno . Mam mieszane uczucia ponieważ znajomi kupili LEDy od firm typu no name i nie mają problemu , a ja w porównaniu z nimi przepłacił em i kupił em bublowaty produkt marki Philips . . .",Negative
Za ta cenę spodziewał em się bardziej dopracowanego sprzętu . Miska mocowana w robocie jest w przeciwnym kierunku niż kręci się rózga tak więc przy cięższych ciastach lubi się wypiąć podczas pracy . Niedopracowane same rózgi do misy ( chociaż wyglądają bardzo profesjonalnie ) pozostawiają na dnie nierozmieszane ciasto lub krem ( zaznaczę ze posiadam inne miksery roboty które wypadają o niebo lepiej ) Najbardziej irytujące są jednak mieszadła silikonowe które powinny zbierać wszystko ze ścianek oraz spodu misy co bardzo przeszkadza a właściwie uniemożliwia podbijanie mas na * * * * * z jednoczesnym podgrzewaniem ( w tym celu to zakupił em ) chyba że chcemy jajecznicę to wtedy są wręcz idealne . Co do trwałości robota nie mogę nic powiedzieć za krótko go posiadam . Reasumując osobiście nie kupił by m ponownie robota za taką cenę wiedząc o jego wadach . Do napisania opini skłoniło mnie rozczarowanie : ( : ( : ( i jestem delikatnie wciekły nie wspomnę że lżejszy o 3800 . Zawsze jest nadzieja ze ktoś z firmy Kenwood przeczyta moje wypociny i w przyszłych modelach poprawią niedoróbki . Tak tak wiem ze nadzieja jest matką . . . . .,Negative
"Jestem świeżo po zakupie Marantza 611 . Urządzenie bardzo dobrze odtwarza płyty CD . Gorzej jest z nośnikami USB . Nośniki czytane są długo i dźwięk jest słyszalnie uboższy pomimo odtwarzania plików FLAC . Jednak kompletna porażka to wieszanie się urządzenia jeśli zaczynamy słuchać stacji z radia cyfrowego DAB + . Sytuacja jest powtarzalna po dodaniu stacji dwóch DAB + do ulubionych i próbie przełączania się między nimi następuje zawieszenie urządzenia , dokładniej odtwarzania dźwięku . Przywrócenie odtwarzania dziwięku jest możliwe po wybraniu stacji FM do odtwarzania . Drugą kwestią jest włączanie się samo z siebie urządzenia . Czyli śpisz sobie a ono się włącza . Wyłączasz . Za 2h jest to samo . Jeśli do tego dodamy głęboko rozczarowującą scenę dżwiękową dla nośników USB lepiej kupić coś tańszego nawet jeśli będzie miało te same wady .",Negative
"Ten router to porażka , gdyż nie jest w stanie poprawnie współpracować z modemem Huawei E180 pomimo tego ze w specyfikacji umieszczonej na opakowaniu producent zapewnia , że biedzie współpracować co okazało się nieprawdą . Router po chwili od włączenia rozłącza internet także nie da się z niego w ogóle korzystać i nie pomagają aktualizacje firmware . Być może z innym modem ten router by zadziałał ale producent powinien podać na opakowaniu prawdziwą listę kompatybilnych modemów która jest dostępna jedynie na jego stronie internetowej jak sie dobrze poszuka . . także nie polecam kupywać jeśli nie ma sie modemu ktory na 100 % bedzie do niego pasował , a żeby tak było to producent i model modemu , a także sieć z której modem pochodzi musi sie zgadzac dokladnie z lista dostepna jedynie na stronie producenta .",Negative
"Chyba spodziewała m się czegoś więcej , po kosmetyku o którym słyszała m tyle słów zachwytu . Jak dla mnie kosmetyk jest w zbyt ciepłej tonacji , trzeba z nim bardzo uważać by nie zrobić sobie plam na twarzy ( nie wykluczam , że jest to spowodowane moim brakiem umiejętności makijażowych ) . Plusy to fajne matowe wykończenie , brak świecących drobinek , piękne i wytrzymałe opakowanie , co dla mnie jest ważne bo często podróżuję i zdarza się , że kosmetyki niszczą mi się przy transporcie . Puder zaliczył lot ze stolika i lądowanie na podłodze i jest cały - test odporności zdał celująco . Co nie zmienia faktu , że racze nie kupię kolejny raz tego kosmetyku : (",Neutral
"Zanim wybrała m Lumie 640 szukała m opinii , ale niestety nie trafiła m na dyskusje o samoczynnych resetach . Po tygodniu użytkowania telefon trafił na serwis z powodu samoczynnego wyłączania się i żądania PINu . Telefon ( nowy z salonu , oczywiście na gwarancji ) wyłącza się po kilkanaście razy dziennie . Pierwsze 2 tygodnie w serwisie i aktualizacja oprogramowania nie pomogły - nadal to samo . Potem kolejne 3 tygodnie w serwisie , aktualizacja oprogramowania ( jaki serwis potrzebuje 3 tyg.na aktualizację oprogramowania ? ! ) i nadal to samo . Nic nie zostało naprawione . I teraz kolejny zwrot . I co z tego , że telefon jest na gwarancji , że nowy , skoro i tak nie można z niego normalnie korzystać ? ! Dno . . . . Radzę wszystkim wybrać coś sprawdzonego , a nie MS Lumia . Wcześniej miała m Lumia 520 - telefon świetny , ale to jeszcze była NOKIA . Wszystkim zastanawiającym się nad wyborem telefonu szczerze odradzam Lumie 640 - oszczędźcie sobie nerwów .",Negative
"Grzejniki ładne ale mają beznadziejne termostaty bez pamięci nastaw i możliwości programowania . Można jedynie skorygować nastawy fabryczne ale do czasu pierwszego zaniku napięcia , potem i tak wszystko powróci do nastaw fabrycznych . Poza tym termostaty bardzo łatwo się zacinają i grzejnik daje ile fabryka dała . Oczywiście na koszt właściciela . Grzejniki praktycznie nie nadają się do ogrzewania pomieszczeń bez stałego dozoru . Jeszcze jedno w czasie pracy wydają dziwne odgłosy i to całkiem głośno . Może to wyrzuty sumienie tego co je zaprojektował .",Negative
"Budzik zdecydowanie nie jest warty ceny 75 zł . Zalety : ładny wygląd , dobre spasowanie materiału , duże czytelne cyfry , głośny alarm . Wady : wykonany z kiepskiej jakości , taniego plastiku , przyciski ( w tym alarmu i drzemki ) umieszczone z tyłu , co jest bardzo niepraktyczne w nocy , przyciski też tandetne ( głośne i twarde ) . Może przeszkadzać : brak regulacji podświetlenia , bateria podtrzymująca pamięć w coraz rzadziej spotykanej postaci 9V ( nie mogły być paluszki ? ) . Przydatna była by również opcja regulacji alarmu ( np . od delikatnego do mocnego ) .",Negative
"Obiektyw ten przeznaczony jest dla osób które dopiero zaczynają fotografowanie lustrzankami cyfrowymi marki Canon . Jest to obiektyw bez stabilizacji obrazu ( jest ona w nowszym modelu Mark III ) . Cena tego obiektywu nie jest wygórowana . Można go już kupić w bardzo dobrym stanie za około 160 - 190 zł , czyli jak na obiektyw śmieszne pieniądze . Dla początkującego fotografa będzie to dobry wybór na zapoznanie się z możliwościami własnego sprzętu , jeśli nie chce on wykładać na początku wielkich sum na obiektyw . Sprzętem tym można wykonać dobre zdjęcia , lecz wymaga to trochę wprawy i znajomości aparatu , którego używamy . Polecam go głównie początkującym użytkownikom . Bardziej zaawansowani powinni skierować się w stronę innych obiektywów .",Positive
"Grill ma wadę , dużą , z którą niestety żył em 3 lata . Tłuszcz zamiast skapywać w całości do dołączonej miseczki , spływał pod płytę grzewczą , zawsze po grillowaniu , musiałem go postawić w pionie i patrzeć jak wylewa się to na blat . Nie wiem czy Philips tego nie przemyślał , nie sprawdził , ale jest to tragiczne niedopatrzenie . Kilka dni temu grill odmówił posłuszeństwa . Nie grzeje . Pokrętło do do ustawiania temperatury odmówiło z rok temu , przestało mieć grzechotkę , ale nie przeszkadzało to w użytkowaniu . Za minus uważam też brak możliwości dokupienia samych płyt teflonowych , choćby w cenie połowy grilla . Zdecydowanie nie polecam i nie kupię grilla Philipsa , a w przypadku awarii , muszę kupić nowego .",Negative
"Przereklamowane . ( podobnie jak inne towary ( np . wkrętarka bosch i to z serii dla prof . użytku ! ) Jak za tę cenę , oczekiwał em od robota wyższej jakości . Zaledwie po kilku razach użycia wydobywać się zaczyna smar z pod wałka / gniazda mieszadła . W tej cenie nie powinno to mieć NIGDY miejsca . Ogólnie siłę robot ma , i wygląda na nie do zajeżdżenia - choć mam obawy do przekładni czy się nie rozsypie - strasznie głośno chodzi . Dzieciaki z kuchni uciekają . . Poza tym potwornie drogie dodatki , cokolwiek by to nie było . Osobiście , teraz by śmy go nie kupili .",Negative
